"ID","X","Y","SIGLA_PAIS","UC","Garimpo+5k","CD_MUN","NM_MUN","UF","Bacia Hidr","Reg ANAC","CIAD"
1774,-57.986022,-10.746326,"BRA",,"NÃO",5105101,"Juara","MT","Tapajós","SIM","MT0859"
2491,-56.851777,-7.09383,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
1291,-55.315908,-3.607302,"BRA",,"NÃO",1501006,"Aveiro","PA","Tapajós","NÃO",
2509,-56.422853,-7.760438,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2014,-58.190328,-12.696289,"BRA",,"NÃO",5101902,"Brasnorte","MT","Tapajós","SIM","MT0669"
1561,-57.394078,-12.834721,"BRA",,"NÃO",5101902,"Brasnorte","MT","Tapajós","NÃO",
2673,-58.525677,-9.807561,"BRA",,"NÃO",5103379,"Cotriguaçu","MT","Tapajós","SIM","MT0707"
2501,-56.489745,-7.294187,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2516,-56.66632,-7.84574,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2808,-55.99287,-13.109521,"BRA",,"NÃO",5105259,"Lucas do Rio Verde","MT","Tapajós","NÃO",
2822,-56.718579,-10.130425,"BRA",,"NÃO",5100250,"Alta Floresta","MT","Tapajós","SIM","MT0291"
2269,-56.34354,-10.457646,"BRA",,"SIM",5100250,"Alta Floresta","MT","Tapajós","SIM","MT0780"
2450,-56.627898,-6.849727,"BRA",,"SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
2331,-56.85042,-5.795069,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS","SIM",1503606,"Itaituba","PA","Tapajós","NÃO",
1562,-57.092336,-13.001117,"BRA",,"NÃO",5108907,"Nova Maringá","MT","Tapajós","NÃO",
1384,-57.408334,-13.013655,"BRA",,"NÃO",5101902,"Brasnorte","MT","Tapajós","SIM","MT0600"
2140,-57.554599,-17.83306,"BRA",,"NÃO",5003207,"Corumbá","MS","Taquari","SIM","MS0577"
2080,-53.246774,-17.953046,"BRA",,"NÃO",5100607,"Alto Taquari","MT","Taquari","NÃO",
1906,-57.507112,-18.303494,"BRA",,"NÃO",5003207,"Corumbá","MS","Taquari","SIM","MS0096"
2137,-57.623905,-18.661208,"BRA",,"NÃO",5003207,"Corumbá","MS","Taquari","NÃO",
2141,-57.211987,-18.57392,"BRA",,"NÃO",5003207,"Corumbá","MS","Taquari","SIM","MS0592"
2082,-53.45759,-17.78208,"BRA",,"NÃO",5100607,"Alto Taquari","MT","Taquari","NÃO",
2085,-53.733071,-17.764003,"BRA",,"NÃO",5100300,"Alto Araguaia","MT","Taquari","SIM","MT0771"
2138,-57.189922,-18.693905,"BRA",,"NÃO",5003207,"Corumbá","MS","Taquari","NÃO",
2092,-53.151884,-18.038943,"BRA",,"NÃO",5100607,"Alto Taquari","MT","Taquari","SIM","MT0371"
2136,-57.599246,-18.517963,"BRA",,"NÃO",5003207,"Corumbá","MS","Taquari","NÃO",
2081,-53.220473,-17.926785,"BRA",,"NÃO",5100607,"Alto Taquari","MT","Taquari","SIM","MT0263"
2139,-57.511087,-18.577248,"BRA",,"NÃO",5003207,"Corumbá","MS","Taquari","SIM","MS0091"
1513,-48.143826,-9.176681,"BRA",,"NÃO",1716505,"Pedro Afonso","TO","Tocantins","NÃO",
790,-46.161041,-10.579323,"BRA",,"NÃO",1712702,"Mateiros","TO","Tocantins","NÃO",
1675,-49.724445,-6.56449,"BRA",,"NÃO",1502152,"Canaã dos Carajás","PA","Tocantins","SIM","PA0096"
837,-46.501632,-12.808022,"BRA",,"NÃO",1705557,"Combinado","TO","Tocantins","NÃO",
1628,-47.427711,-5.583589,"BRA",,"NÃO",2103752,"Davinópolis","MA","Tocantins","SIM","MA0023"
1084,-50.67015,-7.004665,"BRA",,"NÃO",1500347,"Água Azul do Norte","PA","Tocantins","NÃO",
1515,-48.337485,-10.490822,"BRA",,"NÃO",1718204,"Porto Nacional","TO","Tocantins","NÃO",
844,-48.41583,-13.01892,"BRA",,"NÃO",1715754,"Palmeirópolis","TO","Tocantins","SIM","TO0059"
808,-46.747034,-12.612633,"BRA",,"NÃO",1702406,"Arraias","TO","Tocantins","NÃO",
1044,-48.957545,-4.872228,"BRA",,"NÃO",1506187,"Rondon do Pará","PA","Tocantins","SIM","PA0129"
861,-46.672804,-9.585402,"BRA",,"NÃO",1712405,"Lizarda","TO","Tocantins","NÃO",
800,-47.945193,-11.288651,"BRA",,"NÃO",1718907,"Santa Rosa do Tocantins","TO","Tocantins","NÃO",
856,-47.681673,-10.01304,"BRA",,"NÃO",1715101,"Novo Acordo","TO","Tocantins","NÃO",
1048,-49.5762,-6.340762,"BRA",,"NÃO",1502772,"Curionópolis","PA","Tocantins","SIM","PA0307"
838,-46.886812,-12.549496,"BRA",,"NÃO",1702406,"Arraias","TO","Tocantins","SIM","TO0011"
847,-47.597303,-9.705048,"BRA",,"NÃO",1718758,"Rio Sono","TO","Tocantins","NÃO",
1345,-49.361771,-6.774437,"BRA",,"NÃO",1507755,"Sapucaia","PA","Tocantins","SIM","PA0110"
1624,-48.261875,-5.154763,"BRA",,"NÃO",2111532,"São Pedro da Água Branca","MA","Tocantins","NÃO",
2182,-50.074212,-6.077252,"BRA","FLORESTA NACIONAL DE CARAJÁS","SIM",1505536,"Parauapebas","PA","Tocantins","NÃO",
1075,-50.0914,-7.033853,"BRA",,"NÃO",1508407,"Xinguara","PA","Tocantins","SIM","PA0081"
1302,-47.826887,-6.68228,"BRA",,"NÃO",1706506,"Darcinópolis","TO","Tocantins","NÃO",
1631,-47.393994,-5.961621,"BRA",,"NÃO",2109551,"Ribamar Fiquene","MA","Tocantins","NÃO",
802,-48.894929,-11.979333,"BRA",,"NÃO",1720853,"Sucupira","TO","Tocantins","NÃO",
840,-46.693549,-12.890344,"BRA",,"NÃO",1702406,"Arraias","TO","Tocantins","SIM","TO0017"
818,-46.543308,-11.470743,"BRA",,"NÃO",1707009,"Dianópolis","TO","Tocantins","NÃO",
1073,-50.208952,-7.066927,"BRA",,"NÃO",1500347,"Água Azul do Norte","PA","Tocantins","NÃO",
839,-46.857688,-12.967637,"BRA",,"NÃO",1702406,"Arraias","TO","Tocantins","NÃO",
1671,-49.840108,-6.068527,"BRA",,"NÃO",1505536,"Parauapebas","PA","Tocantins","SIM","PA0101"
2272,-48.256608,-10.41443,"BRA",,"SIM",1718204,"Porto Nacional","TO","Tocantins","SIM","TO0014"
828,-48.226807,-12.850846,"BRA",,"NÃO",1715754,"Palmeirópolis","TO","Tocantins","SIM","TO0025"
1083,-50.650526,-6.907066,"BRA",,"NÃO",1500347,"Água Azul do Norte","PA","Tocantins","NÃO",
1002,-48.777446,-9.52891,"BRA",,"NÃO",1713304,"Miranorte","TO","Tocantins","SIM","TO0076"
848,-47.346349,-8.955842,"BRA",,"NÃO",1704105,"Centenário","TO","Tocantins","NÃO",
2180,-50.580135,-6.048257,"BRA","FLORESTA NACIONAL DE CARAJÁS","SIM",1505536,"Parauapebas","PA","Tocantins","NÃO",
857,-47.305171,-9.836368,"BRA",,"NÃO",1718758,"Rio Sono","TO","Tocantins","SIM","TO0019"
1046,-49.475011,-5.605935,"BRA",,"NÃO",1504208,"Marabá","PA","Tocantins","SIM","PA0172"
1672,-49.942916,-4.263721,"BRA",,"NÃO",1505064,"Novo Repartimento","PA","Tocantins","NÃO",
1508,-47.539504,-7.349898,"BRA",,"NÃO",1707702,"Filadélfia","TO","Tocantins","NÃO",
1794,-48.487525,-8.352714,"BRA",,"NÃO",1703602,"Brasilândia do Tocantins","TO","Tocantins","NÃO",
1653,-50.077938,-5.516394,"BRA",,"NÃO",1504208,"Marabá","PA","Tocantins","NÃO",
1658,-50.094223,-5.313454,"BRA",,"NÃO",1503705,"Itupiranga","PA","Tocantins","NÃO",
433,-50.507586,-6.415542,"BRA",,"NÃO",1505536,"Parauapebas","PA","Tocantins","NÃO",
852,-48.325309,-10.108407,"BRA",,"NÃO",1721000,"Palmas","TO","Tocantins","SIM","TO0060"
572,-49.683256,-3.860128,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI","NÃO",1508100,"Tucuruí","PA","Tocantins","SIM","PA0088"
805,-49.183977,-12.149656,"BRA",,"NÃO",1707652,"Figueirópolis","TO","Tocantins","NÃO",
1415,-47.443591,-6.808079,"BRA",,"NÃO",2104057,"Estreito","MA","Tocantins","NÃO",
813,-47.276993,-12.228032,"BRA",,"NÃO",1705607,"Conceição do Tocantins","TO","Tocantins","NÃO",
2264,-46.621364,-11.813967,"BRA",,"SIM",1715259,"Novo Jardim","TO","Tocantins","NÃO",
1346,-49.927966,-6.834123,"BRA",,"NÃO",1500347,"Água Azul do Norte","PA","Tocantins","NÃO",
1598,-46.800001,-7.895515,"BRA",,"NÃO",2109502,"Riachão","MA","Tocantins","NÃO",
859,-48.356976,-10.291389,"BRA",,"NÃO",1721000,"Palmas","TO","Tocantins","SIM","TO0001"
825,-48.926655,-11.29582,"BRA",,"NÃO",1700350,"Aliança do Tocantins","TO","Tocantins","NÃO",
1629,-47.459708,-5.531043,"BRA",,"NÃO",2105302,"Imperatriz","MA","Tocantins","SIM","MA0002"
991,-47.14675,-11.560634,"BRA",,"NÃO",1700400,"Almas","TO","Tocantins","SIM","TO0058"
226,-50.140208,-5.059273,"BRA",,"NÃO",1503705,"Itupiranga","PA","Tocantins","NÃO",
834,-48.970968,-12.242837,"BRA",,"NÃO",1707652,"Figueirópolis","TO","Tocantins","SIM","TO0054"
1525,-47.722288,-12.065345,"BRA",,"NÃO",1714203,"Natividade","TO","Tocantins","SIM","TO0049"
998,-49.118937,-11.125194,"BRA",,"NÃO",1706258,"Crixás do Tocantins","TO","Tocantins","SIM","TO0108"
2192,-49.138169,-5.368746,"BRA",,"SIM",1504208,"Marabá","PA","Tocantins","SIM","PA0004"
832,-49.108484,-12.499145,"BRA",,"NÃO",1700707,"Alvorada","TO","Tocantins","NÃO",
139,-47.764637,-8.430561,"BRA",,"NÃO",1710508,"Itacajá","TO","Tocantins","NÃO",
2266,-46.985015,-11.557171,"BRA",,"SIM",1707009,"Dianópolis","TO","Tocantins","NÃO",
812,-47.84762,-12.627677,"BRA",,"NÃO",1716208,"Paranã","TO","Tocantins","NÃO",
1678,-49.176374,-5.758413,"BRA",,"NÃO",1504208,"Marabá","PA","Tocantins","NÃO",
1585,-47.458571,-7.320564,"BRA",,"NÃO",2102804,"Carolina","MA","Tocantins","SIM","MA0003"
1510,-48.157339,-8.953937,"BRA",,"NÃO",1703305,"Bom Jesus do Tocantins","TO","Tocantins","NÃO",
1531,-48.892674,-10.430455,"BRA",,"NÃO",1718451,"Pugmil","TO","Tocantins","NÃO",
1798,-48.394242,-8.39939,"BRA",,"NÃO",1718402,"Presidente Kennedy","TO","Tocantins","NÃO",
1007,-47.452219,-7.61601,"BRA",,"NÃO",1709005,"Goiatins","TO","Tocantins","SIM","TO0084"
827,-47.324077,-11.199762,"BRA",,"NÃO",1700400,"Almas","TO","Tocantins","SIM","TO0100"
431,-47.889757,-9.354001,"BRA",,"NÃO",1718758,"Rio Sono","TO","Tocantins","NÃO",
1273,-49.405985,-1.902288,"BRA",,"NÃO",1504000,"Limoeiro do Ajuru","PA","Tocantins","NÃO",
792,-47.545504,-10.751552,"BRA",,"NÃO",1717909,"Ponte Alta do Tocantins","TO","Tocantins","NÃO",
2761,-48.242636,-15.138285,"BRA",,"NÃO",5215603,"Padre Bernardo","GO","Tocantins","SIM","GO0047"
1807,-48.301006,-8.116368,"BRA",,"NÃO",1715705,"Palmeirante","TO","Tocantins","NÃO",
814,-48.243179,-12.754263,"BRA",,"NÃO",1720259,"São Salvador do Tocantins","TO","Tocantins","NÃO",
842,-46.884097,-13.025086,"BRA",,"NÃO",1702406,"Arraias","TO","Tocantins","NÃO",
1796,-48.330083,-8.447975,"BRA",,"NÃO",1718402,"Presidente Kennedy","TO","Tocantins","NÃO",
1049,-49.772702,-5.462704,"BRA",,"NÃO",1504208,"Marabá","PA","Tocantins","SIM","PA0042"
795,-49.135037,-11.7392,"BRA",,"NÃO",1709500,"Gurupi","TO","Tocantins","NÃO",
1079,-50.772013,-6.906171,"BRA",,"NÃO",1505437,"Ourilândia do Norte","PA","Tocantins","NÃO",
434,-50.912466,-6.30578,"BRA",,"NÃO",1505536,"Parauapebas","PA","Tocantins","NÃO",
872,-49.606372,-6.758235,"BRA",,"NÃO",1507755,"Sapucaia","PA","Tocantins","NÃO",
799,-47.750568,-11.706342,"BRA",,"NÃO",1714203,"Natividade","TO","Tocantins","NÃO",
1799,-47.150605,-8.516689,"BRA",,"NÃO",1718501,"Recursolândia","TO","Tocantins","NÃO",
819,-46.249522,-10.604687,"BRA",,"NÃO",1712702,"Mateiros","TO","Tocantins","NÃO",
432,-50.799804,-6.258864,"BRA",,"NÃO",1505536,"Parauapebas","PA","Tocantins","NÃO",
227,-50.061143,-4.883934,"BRA",,"NÃO",1503705,"Itupiranga","PA","Tocantins","NÃO",
1808,-48.181705,-8.082804,"BRA",,"NÃO",1715705,"Palmeirante","TO","Tocantins","NÃO",
2763,-48.459237,-13.474212,"BRA",,"NÃO",5213087,"Minaçu","GO","Tocantins","NÃO",
851,-47.107241,-9.021727,"BRA",,"NÃO",1712405,"Lizarda","TO","Tocantins","NÃO",
2263,-47.178202,-11.664772,"BRA",,"SIM",1700400,"Almas","TO","Tocantins","SIM","TO0103"
1656,-50.439857,-5.206892,"BRA",,"NÃO",1503705,"Itupiranga","PA","Tocantins","NÃO",
862,-48.635013,-9.907067,"BRA",,"NÃO",1713205,"Miracema do Tocantins","TO","Tocantins","NÃO",
1077,-50.446129,-7.212042,"BRA",,"NÃO",1500347,"Água Azul do Norte","PA","Tocantins","NÃO",
824,-47.580085,-11.151344,"BRA",,"NÃO",1717008,"Pindorama do Tocantins","TO","Tocantins","NÃO",
823,-48.915192,-10.755399,"BRA",,"NÃO",1707553,"Fátima","TO","Tocantins","NÃO",
817,-46.07676,-10.42473,"BRA",,"NÃO",1712702,"Mateiros","TO","Tocantins","SIM","TO0041"
863,-46.798345,-7.980815,"BRA",,"NÃO",1703842,"Campos Lindos","TO","Tocantins","NÃO",
841,-48.386285,-13.102336,"BRA",,"NÃO",1715754,"Palmeirópolis","TO","Tocantins","SIM","TO0013"
797,-47.324973,-12.230806,"BRA",,"NÃO",1705607,"Conceição do Tocantins","TO","Tocantins","NÃO",
1081,-50.507226,-7.020637,"BRA",,"NÃO",1500347,"Água Azul do Norte","PA","Tocantins","NÃO",
1528,-47.874086,-5.474568,"BRA",,"NÃO",1702554,"Augustinópolis","TO","Tocantins","NÃO",
855,-48.348671,-10.606876,"BRA",,"NÃO",1718204,"Porto Nacional","TO","Tocantins","NÃO",
1047,-48.918612,-5.447217,"BRA",,"NÃO",1507508,"São João do Araguaia","PA","Tocantins","SIM","PA0266"
1416,-47.019184,-6.340123,"BRA",,"NÃO",2111052,"São João do Paraíso","MA","Tocantins","NÃO",
816,-46.667399,-10.161596,"BRA",,"NÃO",1720150,"São Félix do Tocantins","TO","Tocantins","NÃO",
1789,-47.840352,-6.562535,"BRA",,"NÃO",1713809,"Palmeiras do Tocantins","TO","Tocantins","NÃO",
836,-46.400736,-12.435497,"BRA",,"NÃO",1720903,"Taguatinga","TO","Tocantins","SIM","TO0009"
860,-46.649967,-8.233862,"BRA",,"NÃO",1703842,"Campos Lindos","TO","Tocantins","NÃO",
1795,-48.478553,-8.143582,"BRA",,"NÃO",1705508,"Colinas do Tocantins","TO","Tocantins","NÃO",
809,-46.970988,-12.178692,"BRA",,"NÃO",1720937,"Taipas do Tocantins","TO","Tocantins","NÃO",
1006,-46.738511,-8.155965,"BRA",,"NÃO",1703842,"Campos Lindos","TO","Tocantins","SIM","TO0016"
1518,-47.158284,-9.382652,"BRA",,"NÃO",1712405,"Lizarda","TO","Tocantins","NÃO",
917,-46.941766,-10.30409,"BRA","ÁREA DE PROTEçãO AMBIENTAL JALAPãO","NÃO",1712702,"Mateiros","TO","Tocantins","NÃO",
1514,-48.018849,-12.434153,"BRA",,"NÃO",1716208,"Paranã","TO","Tocantins","NÃO",
822,-48.575208,-11.025346,"BRA",,"NÃO",1703701,"Brejinho de Nazaré","TO","Tocantins","NÃO",
2764,-48.195549,-13.549288,"BRA",,"NÃO",5213087,"Minaçu","GO","Tocantins","SIM","GO0019"
1512,-47.987528,-9.945279,"BRA",,"NÃO",1701101,"Aparecida do Rio Negro","TO","Tocantins","NÃO",
810,-47.16145,-11.580133,"BRA",,"NÃO",1700400,"Almas","TO","Tocantins","NÃO",
1674,-49.179502,-6.251123,"BRA",,"NÃO",1507458,"São Geraldo do Araguaia","PA","Tocantins","NÃO",
1005,-46.638357,-8.016467,"BRA",,"NÃO",1703842,"Campos Lindos","TO","Tocantins","SIM","TO0110"
1599,-46.440098,-8.377548,"BRA",,"NÃO",2109502,"Riachão","MA","Tocantins","SIM","MA0028"
796,-47.626313,-11.826281,"BRA",,"NÃO",1714203,"Natividade","TO","Tocantins","NÃO",
826,-47.166007,-11.227387,"BRA",,"NÃO",1700400,"Almas","TO","Tocantins","SIM","TO0070"
996,-48.555063,-12.214323,"BRA",,"NÃO",1716604,"Peixe","TO","Tocantins","SIM","TO0079"
1524,-48.679335,-11.303754,"BRA",,"NÃO",1700350,"Aliança do Tocantins","TO","Tocantins","SIM","TO0012"
798,-48.679198,-10.391929,"BRA",,"NÃO",1718204,"Porto Nacional","TO","Tocantins","SIM","TO0045"
945,-50.003469,-6.117788,"BRA","FLORESTA NACIONAL DE CARAJÁS","NÃO",1505536,"Parauapebas","PA","Tocantins","SIM","PA0006"
835,-49.102697,-12.248201,"BRA",,"NÃO",1700707,"Alvorada","TO","Tocantins","NÃO",
1705,-47.019791,-6.489087,"BRA",,"NÃO",2111052,"São João do Paraíso","MA","Tocantins","NÃO",
1800,-48.508367,-8.543903,"BRA",,"NÃO",1718402,"Presidente Kennedy","TO","Tocantins","NÃO",
986,-46.565837,-12.950651,"BRA",,"NÃO",1715150,"Novo Alegre","TO","Tocantins","NÃO",
811,-47.075515,-11.60647,"BRA",,"NÃO",1718006,"Porto Alegre do Tocantins","TO","Tocantins","NÃO",
912,-46.762658,-10.557416,"BRA","ÁREA DE PROTEçãO AMBIENTAL JALAPãO","NÃO",1712702,"Mateiros","TO","Tocantins","NÃO",
789,-47.535311,-10.727532,"BRA",,"NÃO",1717909,"Ponte Alta do Tocantins","TO","Tocantins","NÃO",
1521,-47.491472,-6.554714,"BRA",,"NÃO",1700301,"Aguiarnópolis","TO","Tocantins","NÃO",
993,-49.037668,-11.963252,"BRA",,"NÃO",1703867,"Cariri do Tocantins","TO","Tocantins","SIM","TO0057"
27,-47.472391,-6.333664,"BRA",,"NÃO",1721208,"Tocantinópolis","TO","Tocantins","NÃO",
1519,-47.24901,-8.719598,"BRA",,"NÃO",1718501,"Recursolândia","TO","Tocantins","NÃO",
815,-47.999156,-12.606485,"BRA",,"NÃO",1716208,"Paranã","TO","Tocantins","NÃO",
1008,-47.524183,-7.950097,"BRA",,"NÃO",1703073,"Barra do Ouro","TO","Tocantins","SIM","TO0075"
791,-46.470996,-12.092749,"BRA",,"NÃO",1717800,"Ponte Alta do Bom Jesus","TO","Tocantins","NÃO",
845,-48.399257,-9.544983,"BRA",,"NÃO",1713205,"Miracema do Tocantins","TO","Tocantins","NÃO",
846,-47.085824,-8.55322,"BRA",,"NÃO",1718501,"Recursolândia","TO","Tocantins","SIM","TO0055"
1783,-48.122646,-7.464439,"BRA",,"NÃO",1702109,"Araguaína","TO","Tocantins","NÃO",
913,-46.550491,-10.294105,"BRA","ÁREA DE PROTEçãO AMBIENTAL JALAPãO","NÃO",1712702,"Mateiros","TO","Tocantins","SIM","TO0094"
1527,-48.194391,-10.703113,"BRA",,"NÃO",1718204,"Porto Nacional","TO","Tocantins","NÃO",
910,-46.430103,-10.562526,"BRA","ÁREA DE PROTEçãO AMBIENTAL JALAPãO","NÃO",1712702,"Mateiros","TO","Tocantins","NÃO",
875,-49.438027,-6.758637,"BRA",,"NÃO",1507755,"Sapucaia","PA","Tocantins","SIM","PA0308"
829,-46.111876,-10.224159,"BRA",,"NÃO",1712702,"Mateiros","TO","Tocantins","SIM","TO0111"
971,-45.809041,-10.303043,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA TABATINGA","NÃO",1712702,"Mateiros","TO","Tocantins","SIM","TO0083"
1241,-49.785546,-2.923753,"BRA",,"NÃO",1501204,"Baião","PA","Tocantins","NÃO",
803,-49.005618,-12.784807,"BRA",,"NÃO",1720978,"Talismã","TO","Tocantins","SIM","TO0112"
1805,-47.924994,-7.851794,"BRA",,"NÃO",1715705,"Palmeirante","TO","Tocantins","NÃO",
915,-46.424955,-10.557011,"BRA","ÁREA DE PROTEçãO AMBIENTAL JALAPãO","NÃO",1712702,"Mateiros","TO","Tocantins","NÃO",
2301,-50.303086,-6.489369,"BRA",,"SIM",1502152,"Canaã dos Carajás","PA","Tocantins","NÃO",
2190,-50.214558,-5.520813,"BRA",,"SIM",1504208,"Marabá","PA","Tocantins","NÃO",
1662,-50.438894,-6.549941,"BRA",,"NÃO",1500347,"Água Azul do Norte","PA","Tocantins","NÃO",
821,-46.847194,-11.595245,"BRA",,"NÃO",1707009,"Dianópolis","TO","Tocantins","SIM","TO0006"
801,-48.46936,-12.204003,"BRA",,"NÃO",1716604,"Peixe","TO","Tocantins","NÃO",
1321,-50.697055,-5.475872,"BRA",,"NÃO",1504208,"Marabá","PA","Tocantins","NÃO",
820,-48.994846,-10.954552,"BRA",,"NÃO",1718899,"Santa Rita do Tocantins","TO","Tocantins","SIM","TO0026"
577,-48.544876,-10.18271,"BRA","ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PALMAS","NÃO",1718204,"Porto Nacional","TO","Tocantins","SIM","TO0044"
850,-48.226311,-8.977328,"BRA",,"NÃO",1721257,"Tupirama","TO","Tocantins","NÃO",
1677,-49.720222,-3.785633,"BRA",,"NÃO",1508100,"Tucuruí","PA","Tocantins","SIM","PA0007"
1804,-48.412439,-7.623964,"BRA",,"NÃO",1714880,"Nova Olinda","TO","Tocantins","NÃO",
849,-48.501604,-8.871784,"BRA",,"NÃO",1709302,"Guaraí","TO","Tocantins","NÃO",
1072,-50.870742,-6.759125,"BRA",,"NÃO",1500347,"Água Azul do Norte","PA","Tocantins","NÃO",
1786,-47.494425,-5.771393,"BRA",,"NÃO",1710706,"Itaguatins","TO","Tocantins","NÃO",
533,-56.169853,-0.566649,"BRA","FLORESTA ESTADUAL DO TROMBETAS","NÃO",1505106,"Óbidos","PA","Trombetas","NÃO",
1282,-55.836427,-1.713362,"BRA",,"NÃO",1505304,"Oriximiná","PA","Trombetas","SIM","PA0014"
761,-56.783524,-0.642559,"BRA","FLORESTA ESTADUAL DO TROMBETAS","NÃO",1505304,"Oriximiná","PA","Trombetas","NÃO",
2201,-56.396237,-1.489466,"BRA",,"SIM",1505304,"Oriximiná","PA","Trombetas","SIM","PA0012"
218,-58.096213,-0.021806,"BRA",,"NÃO",1505304,"Oriximiná","PA","Trombetas","NÃO",
244,-56.075765,1.513544,"BRA",,"NÃO",1505304,"Oriximiná","PA","Trombetas","NÃO",
528,-57.052271,-1.065801,"BRA","FLORESTA ESTADUAL DO TROMBETAS","NÃO",1505304,"Oriximiná","PA","Trombetas","NÃO",
219,-57.96977,-0.699001,"BRA",,"NÃO",1505304,"Oriximiná","PA","Trombetas","NÃO",
240,-55.750013,0.935386,"BRA",,"NÃO",1505106,"Óbidos","PA","Trombetas","NÃO",
531,-56.808067,0.332095,"BRA","FLORESTA ESTADUAL DO TROMBETAS","NÃO",1505304,"Oriximiná","PA","Trombetas","NÃO",
610,-56.86594,0.643925,"BRA","ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ","NÃO",1505304,"Oriximiná","PA","Trombetas","NÃO",
245,-56.188669,1.092831,"BRA",,"NÃO",1505304,"Oriximiná","PA","Trombetas","SIM","PA0253"
243,-56.082977,1.520537,"BRA",,"NÃO",1505304,"Oriximiná","PA","Trombetas","SIM","PA0322"
241,-55.942361,2.224909,"BRA",,"NÃO",1505106,"Óbidos","PA","Trombetas","NÃO",
249,-55.976943,0.61239,"BRA",,"NÃO",1505304,"Oriximiná","PA","Trombetas","SIM","PA0332"
242,-56.068465,1.701149,"BRA",,"NÃO",1505304,"Oriximiná","PA","Trombetas","SIM","PA0321"
313,-60.589146,5.129016,"BRA",,"NÃO",1400704,"Uiramutã","RR","Negro","SIM","RR0038"
14,-67.603439,1.061704,"BRA",,"NÃO",1303809,"São Gabriel da Cachoeira","AM","Negro","SIM","AM0042"
732,-61.506328,2.849473,"BRA",,"NÃO",1400308,"Mucajaí","RR","Negro","NÃO",
312,-60.771126,4.718192,"BRA",,"NÃO",1400456,"Pacaraima","RR","Negro","SIM","RR0102"
299,-60.269811,4.455402,"BRA",,"NÃO",1400704,"Uiramutã","RR","Negro","SIM","RR0070"
457,-63.728236,2.500002,"BRA",,"SIM",1400282,"Iracema","RR","Negro","SIM","RR0049"
2202,-61.73291,3.777048,"BRA",,"SIM",1400027,"Amajari","RR","Negro","NÃO",
87,-59.783446,2.176472,"BRA",,"NÃO",1400159,"Bonfim","RR","Negro","SIM","RR0050"
439,-62.825417,2.438955,"BRA",,"SIM",1400308,"Mucajaí","RR","Negro","NÃO",
332,-60.86392,4.469077,"BRA",,"NÃO",1400456,"Pacaraima","RR","Negro","SIM","RR0075"
461,-63.651427,2.516979,"BRA",,"SIM",1400282,"Iracema","RR","Negro","NÃO",
506,-63.595686,1.171586,"BRA","FLORESTA NACIONAL DO AMAZONAS","NÃO",1300409,"Barcelos","AM","Negro","NÃO",
318,-60.467683,4.942598,"BRA",,"NÃO",1400704,"Uiramutã","RR","Negro","SIM","RR0080"
1216,-60.696692,2.993597,"BRA",,"NÃO",1400100,"Boa Vista","RR","Negro","SIM","RR0105"
456,-63.871962,2.581598,"BRA",,"SIM",1400050,"Alto Alegre","RR","Negro","NÃO",
488,-64.439512,3.85241,"BRA",,"NÃO",1400027,"Amajari","RR","Negro","NÃO",
336,-60.58583,4.636935,"BRA",,"NÃO",1400704,"Uiramutã","RR","Negro","SIM","RR0097"
1725,-61.492811,2.702257,"BRA",,"NÃO",1400308,"Mucajaí","RR","Negro","NÃO",
443,-63.072559,2.648659,"BRA",,"SIM",1400282,"Iracema","RR","Negro","NÃO",
487,-63.203265,3.223788,"BRA",,"NÃO",1400050,"Alto Alegre","RR","Negro","SIM","RR0048"
500,-61.484731,2.012678,"BRA",,"NÃO",1400282,"Iracema","RR","Negro","NÃO",
731,-61.55779,2.861719,"BRA",,"NÃO",1400308,"Mucajaí","RR","Negro","NÃO",
85,-60.360974,3.259647,"BRA",,"NÃO",1400159,"Bonfim","RR","Negro","SIM","RR0127"
337,-60.941351,4.498814,"BRA",,"NÃO",1400456,"Pacaraima","RR","Negro","SIM","RR0012"
946,-61.662917,0.797616,"BRA","AREA DE PROTECAO AMBIENTAL XERIUINI","NÃO",1400209,"Caracaraí","RR","Negro","SIM","RR0031"
15,-67.406121,1.785893,"BRA",,"NÃO",1303809,"São Gabriel da Cachoeira","AM","Negro","NÃO",
390,-60.668401,2.727574,"BRA",,"NÃO",1400175,"Cantá","RR","Negro","NÃO",
733,-61.56811,2.877485,"BRA",,"NÃO",1400308,"Mucajaí","RR","Negro","NÃO",
